"","RespondentID","Algeria","Argentina","Australia","Belgium","Bosnia and Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory Coast","Japan","Mexico","the Netherlands","Nigeria","Portugal","Russia","South Korea","Spain","Switzerland","United States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","sum_of_threes","Gender","Age","HouseholdIncome","Education","Location"
"95",3308680553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,3,NA,NA,4,NA,4,2,3,NA,NA,2,3,3,NA,3,NA,3,3,3,NA,NA,NA,2,NA,33,"Male","18-29","$50,000 - $99,999","Bachelor degree","Pacific"
"96",3308680252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,5,NA,4,3,NA,NA,NA,NA,3,3,NA,3,NA,4,3,4,NA,2,3,NA,NA,24,"Male","> 60","$0 - $24,999","Some college or Associate degree","South Atlantic"
"97",3308679861,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,"Male","30-44","","Graduate degree","South Atlantic"
"98",3308678746,NA,5,4,4,4,4,NA,5,5,4,3,4,2,5,5,NA,5,2,NA,5,NA,4,3,4,NA,4,3,4,4,4,5,4,5,3,4,4,3,NA,4,3,18,"Female","> 60","$25,000 - $49,999","Graduate degree","East South Central"
"99",3308678417,NA,3,3,NA,NA,3,NA,NA,3,3,NA,NA,3,3,3,NA,3,NA,NA,5,NA,3,3,NA,NA,3,NA,NA,3,2,5,NA,3,4,3,NA,3,NA,2,2,48,"Male","45-60","$150,000+","Bachelor degree","New England"
"100",3308677766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"101",3308676736,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,NA,3,NA,NA,5,NA,5,5,NA,NA,NA,NA,3,3,3,5,NA,5,3,3,3,NA,NA,3,4,24,"Female","> 60","$150,000+","Bachelor degree","West South Central"
"102",3308675814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"103",3308675636,4,4,3,4,NA,NA,4,NA,4,4,NA,NA,3,4,3,NA,4,4,4,5,NA,3,5,4,4,4,3,3,4,3,3,NA,5,4,4,5,5,NA,4,2,24,"Female","> 60","","Bachelor degree","South Atlantic"
"104",3308675380,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,3,NA,NA,3,NA,NA,5,NA,4,3,NA,NA,NA,4,1,4,NA,5,NA,4,4,4,4,3,NA,4,NA,12,"Male","45-60","","High school degree","Pacific"
"105",3308674922,NA,4,NA,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,4,4,3,NA,2,3,3,NA,2,3,3,3,3,3,NA,NA,NA,3,NA,33,"Male","18-29","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
"106",3308673462,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,4,NA,NA,5,NA,3,5,NA,NA,NA,NA,NA,4,NA,5,NA,5,4,5,NA,NA,3,4,NA,12,"Male","18-29","","","West North Central"
"107",3308673383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,3,21,"Male","45-60","$100,000 - $149,999","Some college or Associate degree","West North Central"
"108",3308672927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Female","18-29","$150,000+","High school degree","West North Central"
"109",3308672564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,3,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,4,NA,3,2,NA,NA,3,NA,2,2,15,"Male","30-44","","Bachelor degree","West North Central"
"110",3308671971,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,3,NA,4,NA,4,2,4,3,NA,NA,3,3,24,"Male","45-60","$100,000 - $149,999","Bachelor degree","West North Central"
"111",3308671703,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,4,NA,5,4,NA,NA,NA,NA,NA,4,NA,4,NA,4,5,5,NA,3,NA,4,3,12,"Male","45-60","$100,000 - $149,999","Graduate degree","South Atlantic"
"112",3308667784,NA,NA,3,3,NA,3,NA,NA,1,1,NA,NA,3,2,3,NA,4,NA,2,4,NA,4,1,NA,NA,NA,NA,NA,2,3,4,NA,3,3,3,2,2,NA,3,3,33,"Female","45-60","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"113",3308666905,NA,4,NA,4,NA,4,NA,4,4,4,NA,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,NA,4,4,15,"Female","> 60","$50,000 - $99,999","Graduate degree","East North Central"
"114",3308665124,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,4,4,NA,3,NA,NA,3,NA,4,4,3,NA,NA,3,3,3,NA,2,NA,3,4,3,4,3,NA,3,3,42,"Male","30-44","$0 - $24,999","Bachelor degree","East North Central"
"115",3308665000,NA,NA,NA,3,NA,NA,NA,NA,3,3,NA,NA,3,4,4,NA,4,NA,3,3,NA,5,4,NA,NA,3,3,3,4,NA,3,NA,5,5,4,5,4,4,3,3,36,"Male","30-44","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
"116",3308664279,NA,NA,4,4,NA,3,NA,3,NA,NA,NA,NA,4,4,4,NA,2,NA,NA,4,NA,4,4,NA,NA,NA,NA,4,3,NA,5,NA,4,2,4,NA,3,NA,4,4,12,"Female","> 60","$50,000 - $99,999","High school degree","West North Central"
"117",3308663506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,NA,4,4,4,NA,NA,NA,4,NA,0,"Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
"118",3308661633,NA,4,3,3,NA,4,NA,4,3,3,3,4,2,4,2,NA,5,3,3,5,NA,4,4,3,NA,4,3,4,4,3,3,NA,4,5,5,3,4,5,4,3,39,"Female","30-44","$50,000 - $99,999","Bachelor degree","Middle Atlantic"
"119",3308661251,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,120,"Female","18-29","$0 - $24,999","Less than high school degree","East South Central"
"120",3308659892,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,9,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","East North Central"
"121",3308659392,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,3,3,4,NA,4,NA,NA,4,NA,3,3,3,NA,NA,NA,NA,3,NA,5,NA,3,3,3,NA,3,NA,3,3,42,"Female","> 60","$50,000 - $99,999","Graduate degree","Mountain"
"122",3308657899,NA,NA,3,NA,NA,NA,NA,3,3,3,NA,NA,3,3,1,NA,3,3,NA,5,NA,3,5,3,NA,4,1,3,4,2,5,3,5,1,NA,NA,4,NA,3,3,42,"Male","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic"
"123",3308657638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,4,NA,NA,4,NA,3,3,NA,NA,NA,3,3,4,NA,3,NA,4,4,3,NA,3,NA,3,3,33,"Female","> 60","$50,000 - $99,999","High school degree","Middle Atlantic"
"124",3308655883,NA,4,5,NA,NA,4,NA,NA,NA,3,NA,NA,3,5,3,NA,4,NA,NA,5,NA,4,4,NA,NA,3,3,NA,4,3,5,NA,3,2,4,NA,4,NA,4,4,21,"Male","> 60","$100,000 - $149,999","Bachelor degree","South Atlantic"
"125",3308655644,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,6,"Male","30-44","","","South Atlantic"
"126",3308655180,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,3,4,NA,4,NA,NA,3,NA,4,4,NA,NA,NA,NA,NA,3,NA,3,NA,4,4,5,NA,2,NA,5,3,24,"Female","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic"
"127",3308655153,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,4,NA,5,4,NA,NA,4,3,4,4,NA,4,NA,4,4,4,4,4,4,4,4,12,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"128",3308654307,NA,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,3,2,NA,4,NA,NA,3,NA,5,4,NA,NA,NA,NA,4,3,NA,4,NA,5,2,5,NA,NA,2,5,NA,18,"Female","30-44","","Graduate degree","West South Central"
"129",3308653845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"130",3308653803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"131",3308653756,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,2,NA,4,NA,NA,NA,NA,4,5,NA,NA,NA,4,4,NA,4,NA,NA,5,5,NA,NA,NA,4,5,2,3,"Male","30-44","$50,000 - $99,999","Graduate degree","Middle Atlantic"
"132",3308653746,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,4,NA,5,3,NA,NA,NA,NA,3,4,3,5,NA,4,4,4,NA,3,3,5,NA,27,"Male","18-29","","Some college or Associate degree","East North Central"
"133",3308653569,NA,NA,4,NA,NA,5,NA,NA,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,5,NA,5,5,NA,NA,NA,2,NA,5,NA,4,NA,4,5,5,NA,5,NA,4,NA,0,"Female","> 60","$25,000 - $49,999","Graduate degree","Pacific"
"134",3308652934,NA,NA,NA,4,NA,NA,NA,NA,NA,5,4,4,3,5,3,NA,3,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,4,3,4,NA,4,NA,3,3,NA,NA,4,3,21,"Male","> 60","$50,000 - $99,999","High school degree","Mountain"
"135",3308650893,NA,3,3,4,NA,3,NA,3,3,4,3,NA,5,4,5,NA,5,3,5,5,NA,4,5,5,NA,NA,5,4,5,5,5,NA,5,5,4,NA,4,NA,5,5,21,"Female","45-60","$50,000 - $99,999","Graduate degree","Pacific"
"136",3308649362,NA,NA,NA,4,NA,5,NA,3,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,5,NA,4,5,NA,NA,NA,2,2,5,3,5,NA,4,3,5,3,3,2,3,5,24,"Female","18-29","$0 - $24,999","Bachelor degree","West South Central"
"137",3308649079,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,3,2,3,NA,NA,NA,NA,4,NA,1,3,NA,NA,NA,2,1,3,NA,4,2,1,2,1,NA,2,NA,NA,NA,15,"Male","18-29","","High school degree","East North Central"
"138",3308648895,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,5,NA,NA,5,NA,5,4,4,NA,NA,NA,5,4,NA,5,NA,3,5,NA,4,4,5,5,5,9,"Female","30-44","$100,000 - $149,999","Graduate degree","South Atlantic"
"139",3308646165,NA,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,3,NA,4,NA,4,NA,NA,4,NA,4,4,NA,NA,4,NA,NA,5,NA,3,NA,3,NA,4,NA,4,NA,NA,3,15,"Female","45-60","","Bachelor degree","Middle Atlantic"
"140",3308644636,NA,5,2,NA,NA,5,NA,NA,NA,NA,NA,NA,3,5,4,NA,5,NA,NA,5,NA,3,5,NA,NA,4,3,NA,5,5,4,NA,5,5,5,NA,5,4,4,3,12,"Female","45-60","$100,000 - $149,999","Bachelor degree","Pacific"
"141",3308644503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,4,NA,NA,2,NA,NA,5,5,NA,NA,NA,NA,NA,6,"Female","30-44","$0 - $24,999","Bachelor degree","West North Central"
"142",3308643561,4,5,NA,4,NA,4,NA,NA,NA,4,NA,NA,3,5,5,NA,4,4,NA,5,NA,5,4,3,NA,4,5,5,5,3,3,NA,5,4,5,4,4,3,5,3,18,"Male","45-60","$150,000+","Graduate degree","South Atlantic"
"143",3308643339,NA,3,NA,NA,NA,5,NA,3,NA,3,NA,3,3,4,4,NA,4,NA,3,5,NA,4,5,NA,NA,NA,NA,3,NA,NA,5,NA,4,3,3,NA,3,NA,3,3,36,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
"144",3308639391,NA,NA,3,NA,NA,3,NA,4,4,NA,NA,NA,4,4,4,NA,NA,NA,NA,5,NA,3,5,NA,NA,NA,3,3,3,3,5,NA,4,4,3,NA,2,NA,NA,NA,24,"Male","18-29","$0 - $24,999","Some college or Associate degree","East South Central"
"145",3308638979,NA,4,NA,4,NA,4,NA,4,4,4,3,4,3,5,4,NA,4,NA,NA,5,NA,3,4,3,NA,4,3,4,4,4,4,NA,4,3,4,NA,4,NA,4,3,21,"Male","45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
"146",3308638154,NA,4,3,4,NA,4,NA,NA,NA,NA,NA,NA,3,4,3,NA,4,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,3,NA,3,NA,3,4,4,NA,3,NA,3,3,27,"Female","30-44","","Bachelor degree","East North Central"
"147",3308637185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"148",3308635226,4,4,5,4,4,4,3,4,2,4,3,3,5,4,3,3,5,4,2,5,3,5,4,3,3,4,2,4,5,4,3,3,5,3,3,4,2,2,4,2,36,"Male","18-29","","High school degree","New England"
"149",3308634064,3,4,3,3,3,3,3,5,3,4,2,3,3,3,3,3,5,3,4,5,3,4,3,3,3,5,2,3,5,3,4,4,3,4,5,4,5,4,3,3,66,"Female","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific"
"150",3308633964,5,5,2,NA,NA,4,NA,4,3,NA,4,3,3,5,5,NA,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"","","","",""
"151",3308633503,NA,3,4,3,NA,4,NA,3,NA,3,NA,NA,4,5,3,NA,4,NA,NA,5,NA,4,5,3,NA,3,NA,NA,5,4,5,NA,4,NA,4,NA,3,NA,3,4,27,"Female","45-60","$25,000 - $49,999","Some college or Associate degree","Mountain"
"152",3308632864,NA,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,5,3,NA,5,NA,4,5,NA,5,5,4,NA,4,NA,4,5,NA,3,NA,5,5,4,5,4,5,4,3,12,"Female","30-44","$25,000 - $49,999","Graduate degree","East South Central"
"153",3308632498,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,4,NA,3,NA,NA,4,NA,2,3,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,18,"Male","45-60","$50,000 - $99,999","Bachelor degree","New England"
"154",3308631843,NA,4,NA,5,NA,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,5,NA,5,4,NA,5,NA,4,5,4,4,3,NA,3,4,4,4,4,5,5,NA,6,"Female","18-29","$25,000 - $49,999","Graduate degree","South Atlantic"
"155",3308630771,NA,4,NA,NA,NA,3,NA,NA,3,NA,NA,NA,3,4,3,NA,4,NA,NA,4,NA,4,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,4,NA,NA,3,30,"Female","45-60","$50,000 - $99,999","Some college or Associate degree","West South Central"
"156",3308630731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,5,NA,NA,5,NA,3,3,NA,NA,NA,NA,NA,4,NA,3,NA,3,5,NA,4,3,NA,3,3,27,"Female","18-29","$0 - $24,999","Graduate degree","Pacific"
"157",3308629955,NA,NA,4,3,NA,3,3,3,3,3,3,NA,4,3,4,3,5,NA,2,5,NA,4,4,4,3,3,4,3,5,5,5,3,4,2,3,2,4,NA,3,5,45,"Male","45-60","$50,000 - $99,999","Bachelor degree","East North Central"
"158",3308628718,NA,NA,NA,3,NA,NA,1,3,NA,NA,NA,NA,3,3,4,NA,4,NA,NA,4,NA,3,4,3,NA,3,4,3,4,3,3,NA,4,4,5,NA,3,3,4,4,36,"Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific"
"159",3308626833,NA,NA,5,4,NA,NA,NA,NA,NA,3,NA,NA,4,5,3,NA,4,NA,NA,5,NA,4,5,4,NA,NA,NA,3,4,4,5,NA,4,4,4,NA,NA,NA,NA,5,9,"Female","45-60","","Some college or Associate degree","West South Central"
"160",3308626209,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,5,NA,4,4,NA,NA,3,NA,NA,4,NA,3,NA,NA,3,4,NA,3,NA,3,3,30,"Male","30-44","$0 - $24,999","Graduate degree","South Atlantic"
"161",3308626123,NA,NA,NA,NA,NA,5,NA,4,4,3,NA,4,3,4,NA,NA,5,3,NA,5,3,4,4,NA,NA,5,NA,NA,5,NA,NA,4,4,2,3,3,5,NA,3,3,24,"Female","18-29","","Graduate degree","New England"
"162",3308625999,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,2,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,5,NA,NA,4,NA,NA,2,NA,NA,NA,NA,NA,3,15,"Male","45-60","$150,000+","Graduate degree","Middle Atlantic"
"163",3308625476,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,4,NA,4,NA,4,3,NA,NA,NA,NA,NA,4,6,"Female","18-29","","High school degree","New England"
"164",3308624546,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,NA,NA,NA,NA,3,3,NA,3,NA,4,3,5,NA,3,NA,4,NA,15,"Female","> 60","$100,000 - $149,999","Some college or Associate degree","Pacific"
"165",3308622645,NA,3,3,NA,NA,3,5,NA,NA,NA,NA,NA,2,4,3,NA,2,NA,NA,5,NA,4,5,NA,NA,NA,NA,4,4,NA,5,NA,5,3,4,NA,3,NA,4,3,21,"Male","> 60","$50,000 - $99,999","Bachelor degree","Mountain"
"166",3308622338,NA,NA,4,NA,NA,4,NA,4,NA,4,NA,NA,4,2,5,NA,3,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,3,3,4,NA,3,3,NA,NA,NA,NA,NA,3,18,"Male","45-60","$100,000 - $149,999","Bachelor degree","East North Central"
"167",3308622319,2,3,3,4,2,4,NA,3,3,3,NA,3,4,4,3,2,3,2,NA,5,2,2,3,3,2,3,2,2,4,5,5,NA,NA,2,2,NA,3,NA,NA,3,39,"Female","> 60","$100,000 - $149,999","Bachelor degree","East North Central"
"168",3308621334,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,5,4,NA,5,3,NA,5,NA,3,4,NA,NA,NA,NA,NA,4,NA,4,NA,3,3,4,NA,NA,2,3,3,21,"Female","> 60","$50,000 - $99,999","Graduate degree","West South Central"
"169",3308620900,2,3,2,3,2,3,2,3,3,3,2,2,3,3,3,2,4,3,2,5,2,5,3,3,2,3,2,3,3,3,3,2,3,2,3,3,3,2,3,3,69,"Female","18-29","$25,000 - $49,999","Some college or Associate degree","West South Central"
"170",3308620895,NA,4,NA,NA,NA,4,NA,NA,NA,4,NA,4,2,5,2,NA,4,NA,NA,5,NA,5,4,NA,NA,5,3,3,4,NA,4,NA,4,5,5,NA,4,3,3,3,15,"Male","45-60","","Bachelor degree","West South Central"
"171",3308620164,NA,NA,4,4,NA,NA,NA,NA,3,3,NA,NA,4,5,3,NA,5,3,3,5,2,3,3,3,NA,3,NA,5,3,3,3,NA,4,4,3,NA,NA,NA,3,4,42,"Female","30-44","","Graduate degree","South Atlantic"
"172",3308620006,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,5,NA,2,4,NA,NA,NA,NA,NA,4,NA,3,NA,2,3,NA,NA,NA,NA,NA,NA,15,"Male","18-29","$100,000 - $149,999","Some college or Associate degree","Middle Atlantic"
"173",3308619723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,NA,3,NA,NA,4,NA,3,3,NA,NA,3,NA,NA,3,NA,5,NA,4,3,4,NA,NA,NA,4,2,18,"Female","> 60","$100,000 - $149,999","Graduate degree","New England"
"174",3308617302,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,3,NA,NA,4,NA,NA,5,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,NA,4,4,4,NA,NA,4,4,3,9,"Male","45-60","$25,000 - $49,999","Bachelor degree","West South Central"
"175",3308616386,NA,NA,5,NA,NA,4,NA,4,4,5,NA,NA,4,5,3,NA,5,3,NA,5,4,5,5,NA,4,4,4,5,5,3,3,NA,5,4,5,4,5,4,5,4,12,"Female","45-60","$0 - $24,999","Some college or Associate degree","Pacific"
"176",3308615868,3,4,3,4,4,4,3,5,3,3,4,3,4,5,5,3,4,3,4,5,3,5,5,4,3,4,4,3,5,4,3,3,5,4,4,4,4,4,4,4,39,"Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central"
"177",3308615403,3,3,3,3,3,4,NA,3,3,3,3,3,3,3,3,NA,4,3,3,4,NA,4,5,3,NA,3,4,4,3,3,3,NA,5,4,5,3,3,3,5,3,72,"Male","18-29","$50,000 - $99,999","Graduate degree","West North Central"
"178",3308615189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"179",3308614347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,NA,4,NA,NA,4,NA,3,2,NA,NA,NA,NA,1,NA,NA,4,NA,4,2,2,NA,NA,NA,1,NA,3,"Male","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic"
"180",3308613904,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,NA,3,4,4,NA,3,NA,NA,5,NA,NA,5,3,NA,NA,NA,3,3,NA,4,NA,3,2,4,NA,3,NA,3,NA,30,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
"181",3308613877,NA,3,3,4,NA,4,2,NA,NA,3,NA,NA,4,4,5,3,3,NA,NA,5,3,4,5,4,2,NA,NA,NA,3,3,5,NA,5,3,3,NA,3,2,3,5,36,"Female","> 60","$25,000 - $49,999","Graduate degree","West North Central"
"182",3308613772,NA,NA,NA,3,NA,3,NA,3,3,3,NA,NA,2,4,2,NA,3,NA,NA,5,NA,2,4,3,NA,NA,NA,1,4,4,3,NA,2,5,3,2,3,2,1,2,30,"Female","30-44","","Bachelor degree","New England"
"183",3308613030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,5,NA,4,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,2,NA,NA,NA,NA,NA,4,6,"Male","18-29","","Less than high school degree",""
"184",3308612430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Male","18-29","$0 - $24,999","Some college or Associate degree","New England"
"185",3308612124,NA,NA,3,4,NA,NA,NA,4,NA,NA,NA,NA,3,3,5,NA,4,NA,NA,5,NA,3,4,NA,NA,NA,3,NA,3,4,3,NA,3,2,3,NA,NA,NA,NA,3,30,"Female","18-29","","Some college or Associate degree","East North Central"
"186",3308611955,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,2,NA,5,NA,NA,5,NA,4,5,3,NA,NA,3,3,4,3,3,NA,4,4,4,4,5,NA,4,3,18,"Female","18-29","$25,000 - $49,999","High school degree","South Atlantic"
"187",3308611593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"188",3308611509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"189",3308610762,3,4,3,5,3,5,3,3,5,3,2,3,4,5,3,5,5,5,5,4,2,4,5,5,2,3,3,2,5,3,5,4,5,3,4,4,3,3,4,4,42,"Male","18-29","$150,000+","High school degree","Pacific"
"190",3308610606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","","","",""
"191",3308610591,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,NA,3,NA,NA,5,NA,2,5,NA,NA,NA,NA,2,3,NA,5,NA,2,NA,2,NA,NA,NA,NA,3,18,"Female","18-29","","Some college or Associate degree","Pacific"
"192",3308609244,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,2,NA,1,4,NA,5,3,NA,NA,NA,1,NA,NA,NA,5,NA,3,NA,2,NA,1,NA,NA,4,9,"Female","> 60","$100,000 - $149,999","Bachelor degree","East North Central"
